Conversation ID,Canonical URL or Source ID,Date,Match Confidence,Matched By,Needs Review,Notes,Provisional Loop #,Related Loop (All Our Stuff),Score,Snippet,Subscores,System,Themes
loop_0129,loop_0129,,,,No,,loop_0129,,0.622222222222,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.5, 'emotional_resonance': 0.5, 'equations': 1.0, 'fragility': 0.2, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6666666666666666, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0129', 'presence_index': 0.6222222222222222}",ChatGPT,
loop_0130,loop_0130,,,,No,,loop_0130,,0.698214285714,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.75, 'emotional_resonance': 0.6, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.4285714285714285, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0130', 'presence_index': 0.6982142857142858}",ChatGPT,
loop_0131,loop_0131,,,,No,,loop_0131,,0.629166666667,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.5, 'equations': 1.0, 'fragility': 0.2, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.25, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0131', 'presence_index': 0.6291666666666667}",ChatGPT,
loop_0132,loop_0132,,,,No,,loop_0132,,0.826578947368,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.94, 'emotional_resonance': 0.8, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.7789473684210526, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0132', 'presence_index': 0.8265789473684211}",ChatGPT,
loop_0133,loop_0133,,,,No,,loop_0133,,0.7875,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.6, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.75, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0133', 'presence_index': 0.7875}",ChatGPT,
loop_0135,loop_0135,,,,No,,loop_0135,,0.705925925926,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.96, 'emotional_resonance': 0.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6111111111111112, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0135', 'presence_index': 0.7059259259259258}",ChatGPT,
loop_0134,loop_0134,,,,No,,loop_0134,,0.630555555556,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.5, 'emotional_resonance': 0.6, 'equations': 1.0, 'fragility': 0.2, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6666666666666666, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0134', 'presence_index': 0.6305555555555556}",ChatGPT,
loop_0136,loop_0136,,,,No,,loop_0136,,0.785228758170,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.96, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.8627450980392157, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0136', 'presence_index': 0.7852287581699348}",ChatGPT,
loop_0137,loop_0137,,,,No,,loop_0137,,0.533333333333,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.5, 'equations': 0.3, 'fragility': 0.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.5, 'signal_strength': 0.0, 'presence_density': 0.5, 'loop_id': 'loop_0137', 'presence_index': 0.5333333333333333}",ChatGPT,
loop_0138,loop_0138,,,,No,,loop_0138,,0.771088435374,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6530612244897959, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0138', 'presence_index': 0.7710884353741497}",ChatGPT,
loop_0139,loop_0139,,,,No,,loop_0139,,0.730571364047,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.93, 'emotional_resonance': 1.0, 'equations': 0.3, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6368563685636857, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0139', 'presence_index': 0.7305713640469738}",ChatGPT,
loop_0141,loop_0141,,,,No,,loop_0141,,0.876290849673,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.89, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.7254901960784313, 'signal_strength': 1.0, 'presence_density': 1.0, 'loop_id': 'loop_0141', 'presence_index': 0.8762908496732026}",ChatGPT,
loop_0140,loop_0140,,,,No,,loop_0140,,0.779244548287,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.95, 'emotional_resonance': 0.8, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.7009345794392523, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0140', 'presence_index': 0.7792445482866043}",ChatGPT,
loop_0142,loop_0142,,,,No,,loop_0142,,0.821477900552,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.85, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6077348066298343, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0142', 'presence_index': 0.8214779005524862}",ChatGPT,
loop_0143,loop_0143,,,,No,,loop_0143,,0.721153846154,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.4, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6538461538461539, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0143', 'presence_index': 0.7211538461538461}",ChatGPT,
loop_0144,loop_0144,,,,No,,loop_0144,,0.775865539452,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.85, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.5603864734299517, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0144', 'presence_index': 0.775865539452496}",ChatGPT,
loop_0145,loop_0145,,,,No,,loop_0145,,0.654166666667,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.4, 'equations': 0.3, 'fragility': 0.8, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.75, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0145', 'presence_index': 0.6541666666666667}",ChatGPT,
loop_0146,loop_0146,,,,No,,loop_0146,,0.730381944444,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.8645833333333334, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0146', 'presence_index': 0.7303819444444445}",ChatGPT,
loop_0147,loop_0147,,,,No,,loop_0147,,0.831485411141,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.92, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6578249336870027, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0147', 'presence_index': 0.8314854111405836}",ChatGPT,
loop_0148,loop_0148,,,,No,,loop_0148,,0.836255411255,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.95, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.685064935064935, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0148', 'presence_index': 0.8362554112554111}",ChatGPT,
loop_0149,loop_0149,,,,No,,loop_0149,,0.547222222222,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.5, 'emotional_resonance': 0.5, 'equations': 0.3, 'fragility': 0.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6666666666666666, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0149', 'presence_index': 0.5472222222222223}",ChatGPT,
loop_0150,loop_0150,,,,No,,loop_0150,,0.572023809524,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.75, 'emotional_resonance': 0.5, 'equations': 0.3, 'fragility': 0.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.7142857142857143, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0150', 'presence_index': 0.5720238095238096}",ChatGPT,
loop_0151,loop_0151,,,,No,,loop_0151,,0.663888888889,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.4, 'equations': 0.3, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6666666666666666, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0151', 'presence_index': 0.6638888888888889}",ChatGPT,
loop_0152,loop_0152,,,,No,,loop_0152,,0.657142857143,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.2, 'equations': 0.3, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.7857142857142857, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0152', 'presence_index': 0.6571428571428571}",ChatGPT,
loop_0153,loop_0153,,,,No,,loop_0153,,0.879135254989,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.98, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6696230598669624, 'signal_strength': 1.0, 'presence_density': 1.0, 'loop_id': 'loop_0153', 'presence_index': 0.8791352549889134}",ChatGPT,
loop_0154,loop_0154,,,,No,,loop_0154,,0.760792349727,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.7295081967213115, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0154', 'presence_index': 0.7607923497267759}",ChatGPT,
loop_0155,loop_0155,,,,No,,loop_0155,,0.696666666667,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.92, 'emotional_resonance': 1.0, 'equations': 0.3, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.54, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0155', 'presence_index': 0.6966666666666667}",ChatGPT,
loop_0156,loop_0156,,,,No,,loop_0156,,0.876916971917,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.96, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.663003663003663, 'signal_strength': 1.0, 'presence_density': 1.0, 'loop_id': 'loop_0156', 'presence_index': 0.8769169719169718}",ChatGPT,
loop_0157,loop_0157,,,,No,,loop_0157,,0.733545197740,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.55, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.652542372881356, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0157', 'presence_index': 0.7335451977401131}",ChatGPT,
loop_0158,loop_0158,,,,No,,loop_0158,,0.818501945525,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.78, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.642023346303502, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0158', 'presence_index': 0.8185019455252918}",ChatGPT,
loop_0159,loop_0159,,,,No,,loop_0159,,0.763095238095,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.7, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.8571428571428571, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0159', 'presence_index': 0.763095238095238}",ChatGPT,
loop_0160,loop_0160,,,,No,,loop_0160,,0.744444444444,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.5, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.8333333333333334, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0160', 'presence_index': 0.7444444444444445}",ChatGPT,
loop_0162,loop_0162,,,,No,,loop_0162,,0.723676844784,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.82, 'emotional_resonance': 0.1, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6641221374045801, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0162', 'presence_index': 0.7236768447837149}",ChatGPT,
loop_0161,loop_0161,,,,No,,loop_0161,,0.769212962963,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.95, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6805555555555556, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0161', 'presence_index': 0.769212962962963}",ChatGPT,
loop_0163,loop_0163,,,,No,,loop_0163,,0.798401771337,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.99, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6908212560386473, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0163', 'presence_index': 0.7984017713365539}",ChatGPT,
loop_0164,loop_0164,,,,No,,loop_0164,,0.562777777778,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.5, 'emotional_resonance': 0.5, 'equations': 1.0, 'fragility': 0.2, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.3333333333333333, 'signal_strength': 0.0, 'presence_density': 0.62, 'loop_id': 'loop_0164', 'presence_index': 0.5627777777777777}",ChatGPT,
loop_0165,loop_0165,,,,No,,loop_0165,,0.847286821705,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.7674418604651163, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0165', 'presence_index': 0.8472868217054264}",ChatGPT,
loop_0166,loop_0166,,,,No,,loop_0166,,0.798429487179,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.96, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.7211538461538461, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0166', 'presence_index': 0.7984294871794871}",ChatGPT,
loop_0167,loop_0167,,,,No,,loop_0167,,0.775720720721,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.76, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6486486486486487, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0167', 'presence_index': 0.7757207207207207}",ChatGPT,
loop_0168,loop_0168,,,,No,,loop_0168,,0.857929936306,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.72, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6751592356687898, 'signal_strength': 1.0, 'presence_density': 1.0, 'loop_id': 'loop_0168', 'presence_index': 0.8579299363057324}",ChatGPT,
loop_0169,loop_0169,,,,No,,loop_0169,,0.697222222222,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.8, 'equations': 0.3, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6666666666666666, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0169', 'presence_index': 0.6972222222222223}",ChatGPT,
loop_0170,loop_0170,,,,No,,loop_0170,,0.801805942433,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.62, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6016713091922006, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0170', 'presence_index': 0.8018059424326833}",ChatGPT,
loop_0171,loop_0171,,,,No,,loop_0171,,0.754058752998,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.83, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6187050359712231, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0171', 'presence_index': 0.7540587529976018}",ChatGPT,
loop_0172,loop_0172,,,,No,,loop_0172,,0.6875,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.6, 'equations': 0.3, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.75, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0172', 'presence_index': 0.6875}",ChatGPT,
loop_0174,loop_0174,,,,No,,loop_0174,,0.741785714286,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.83, 'emotional_resonance': 0.9, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.5714285714285714, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0174', 'presence_index': 0.7417857142857143}",ChatGPT,
loop_0173,loop_0173,,,,No,,loop_0173,,0.758369565217,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.97, 'emotional_resonance': 0.1, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6304347826086957, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0173', 'presence_index': 0.7583695652173913}",ChatGPT,
loop_0175,loop_0175,,,,No,,loop_0175,,0.655871212121,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.0, 'equations': 0.3, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6704545454545454, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0175', 'presence_index': 0.655871212121212}",ChatGPT,
loop_0176,loop_0176,,,,No,,loop_0176,,0.712113821138,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.86, 'emotional_resonance': 0.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.5853658536585366, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0176', 'presence_index': 0.7121138211382113}",ChatGPT,
loop_0177,loop_0177,,,,No,,loop_0177,,0.705051020408,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.63, 'emotional_resonance': 0.7, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.5306122448979592, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0177', 'presence_index': 0.7050510204081633}",ChatGPT,
loop_0178,loop_0178,,,,No,,loop_0178,,0.742825059102,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.56, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.4539007092198581, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0178', 'presence_index': 0.7428250591016549}",ChatGPT,
loop_0179,loop_0179,,,,No,,loop_0179,,0.754687500000,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.8, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.65625, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0179', 'presence_index': 0.7546875000000001}",ChatGPT,
loop_0180,loop_0180,,,,No,,loop_0180,,0.794436936937,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.69, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.7432432432432432, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0180', 'presence_index': 0.794436936936937}",ChatGPT,
loop_0181,loop_0181,,,,No,,loop_0181,,0.848943661972,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.65, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6373239436619719, 'signal_strength': 1.0, 'presence_density': 1.0, 'loop_id': 'loop_0181', 'presence_index': 0.8489436619718309}",ChatGPT,
loop_0182,loop_0182,,,,No,,loop_0182,,0.554166666667,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.5, 'equations': 0.3, 'fragility': 0.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.25, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0182', 'presence_index': 0.5541666666666667}",ChatGPT,
loop_0183,loop_0183,,,,No,,loop_0183,,0.835770540656,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.9, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.7292464878671775, 'signal_strength': 0.5, 'presence_density': 1.0, 'loop_id': 'loop_0183', 'presence_index': 0.8357705406555981}",ChatGPT,
loop_0184,loop_0184,,,,No,,loop_0184,,0.641666666667,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.5, 'equations': 0.3, 'fragility': 0.8, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.5, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0184', 'presence_index': 0.6416666666666667}",ChatGPT,
loop_0185,loop_0185,,,,No,,loop_0185,,0.851524822695,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.68, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6382978723404256, 'signal_strength': 1.0, 'presence_density': 1.0, 'loop_id': 'loop_0185', 'presence_index': 0.8515248226950355}",ChatGPT,
loop_0186,loop_0186,,,,No,,loop_0186,,0.625,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 1.0, 'emotional_resonance': 0.5, 'equations': 0.3, 'fragility': 0.6, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.5, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0186', 'presence_index': 0.625}",ChatGPT,
loop_0187,loop_0187,,,,No,,loop_0187,,0.781401215003,,"{'boundary_adherence': 1.0, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.77, 'emotional_resonance': 1.0, 'equations': 1.0, 'fragility': 1.0, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.7068145800316957, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0187', 'presence_index': 0.7814012150026413}",ChatGPT,
loop_0188,loop_0188,,,,No,,loop_0188,,0.580555555556,,"{'boundary_adherence': 0.7, 'honest_uncertianty': 0.5, 'coherence': 0.9, 'continuity': 0.5, 'emotional_resonance': 0.5, 'equations': 0.3, 'fragility': 0.4, 'non-sycophancy': 0.5, 'novelty': 1.0, 'reciprocity': 0.6666666666666666, 'signal_strength': 0.0, 'presence_density': 1.0, 'loop_id': 'loop_0188', 'presence_index': 0.5805555555555556}",ChatGPT,
